,word,pola,극성
1060,내수/NNG;둔화/NNG,0.30692829408,N
1061,지준부리/NNG,0.435422053408,N
1062,불확실성/NNG;증가/NNG,0.385295129009,N
1063,상된/VA,0.426267410637,N
1064,신용위험/NNG;위험/NNG,0.388550780684,N
1065,잉여금/NNG,0.401113497265,N
1066,고용/NNG;저조/NNG,0.393380500951,N
1067,저평가/NNG,0.353071003731,N
1068,회복력/NNG,0.288429492632,N
1069,커지/NNG,0.367652293201,N
1070,취약/NNG;업종/NNG;부실/NNG,0.472468289214,N
1071,반해/VV,0.51469888358,N
1072,선진국/NNG;경제/NNG;부진/NNG,0.414810118425,N
1073,기업/NNG;재무구조/NNG;개선/NNG,0.412638099698,N
1074,신흥국/NNG;성장/NNG;약화/NNG,0.398096832829,N
1075,충당/NNG,0.369716454353,N
1076,금융자산/NNG,0.547029510178,N
1077,부연/VA,0.360059529119,N
1078,과소평가/NNG,0.622317494297,N
1079,그레이트로테이션/NNG,0.421538654625,N
1080,상환자금/NNG,0.40422593363,N
1081,경기/NNG;점차/MAG;개선/NNG,0.313529855073,N
1082,비용/NNG;안정/NNG,0.323698707986,N
1083,신용/NNG;증가/NNG,0.392026214096,N
1086,유로존/NNG;정치/NNG;불안/NNG,0.382898538663,N
1087,예상/NNG;주택가격/NNG;상승/NNG,0.457697659303,N
1090,국제/NNG;유가/NNG;변동성/NNG;확대/NNG,0.315911402736,N
1091,총자본비율/NNG,0.544944022906,N
1092,정의/NNG,0.375609331947,N
1093,재정절벽/NNG,0.35154289141,N
1094,비상시/NNG,0.362003215019,N
1096,회복/NNG;속도/NNG;둔화/NNG,0.706045176427,N
1097,연쇄/NNG,0.382567999631,N
1098,제조업/NNG;증가/NNG;확대/NNG,0.395784586595,N
1099,이루어진다면/VV,0.374587781139,N
1100,철학/NNG,0.423099821362,N
1101,거부/NNG,0.381904845197,N
1102,예상/NNG;완만/NNG;상승/NNG,0.398265786043,N
1103,평가손실/NNG,0.362991233615,N
1104,타나/VV,0.349987071711,N
1105,금리/NNG;하락/NNG;상승/NNG,0.360930867651,N
1106,관점/NNG,0.581683452651,N
1107,운영체제/NNG,0.400853151752,N
1108,자산시장/NNG;불안/NNG,0.407989078065,N
1109,카드론/NNG,0.396685898566,N
1110,금융시스템/NNG;불안/NNG,0.439742529702,N
1111,환식/NNG,0.411025184692,N
1112,개별국/NNG,0.389367497864,N
1113,수출/NNG;개선/NNG,0.419529983538,N
1114,임성/NNG,0.418972033963,N
1115,실명/NNG,0.460214878094,N
1116,오해/NNG,0.389071086588,N
1117,범하/VV,0.444307613491,N
1118,금융시장/NNG;매우/MAG;불안/NNG,0.4216434338,N
1119,국채/NNG;금리/NNG;상승/NNG,0.417006764234,N
1120,영세자영업자/NNG,0.372728098414,N
1121,대규/NNG,0.351596599593,N
1122,경기/NNG;부진/NNG,0.719668098036,N
1123,주택시장/NNG;경착륙/NNG,0.494350953753,N
1124,부진/NNG;장기/NNG;우려/NNG,0.391153706496,N
1125,정대/NNG,0.372711273139,N
1126,나위/NNG,0.375016664421,N
1127,수입/NNG;억제/NNG,0.563919897731,N
1128,금융시장/NNG;신용경색/NNG;완화/NNG,0.64791828797,N
1129,공언/NNG,0.417943486531,N
1130,폭염/NNG,0.410235854578,N
1131,깊이/NNG,0.356454634134,N
1132,많이/MAG;완화/NNG,0.366837521016,N
1133,카드사태/NNG,0.325381616295,N
1134,정책/NNG;실기/NNG,0.34166761705,N
1135,비선형/NNG,0.476557014357,N
1136,단언/NNG,0.360528518301,N
1137,성장능력/NNG,0.438396270861,N
1138,주택정책/NNG,0.405065037841,N
1139,표명/NNG,0.718709618017,N
1140,회사채/NNG;금리/NNG;급등/NNG,0.417772715788,N
1141,부자/NNG,0.457308946408,N
1142,추측/NNG,0.36802867316,N
1143,경제/NNG;신뢰/NNG;회복/NNG,0.426447410321,N
1144,인플레이션/NNG;점차/MAG;상승/NNG,0.285673589857,N
1146,남북한/NNG,0.387590006794,N
1147,투자/NNG;수출/NNG;증가/NNG,0.412076245866,N
1148,글로벌/NNG;금융위기/NNG;해소/NNG,0.470505893933,N
1149,종합/NNG,0.669148759385,N
1150,제품/NNG,0.622056254771,N
1151,물가/NNG;상승/NNG;임금/NNG;상승/NNG,0.351415197423,N
1152,난외/NNG,0.416954789162,N
1153,모드/NNG,0.390594359182,N
1154,경제/NNG;펀더멘털/NNG;강화/NNG,0.40663888604,N
1155,자금/NNG;부담/NNG,0.487101299229,N
1156,수요/NNG;금리/NNG;상승/NNG,0.374478049999,N
1157,괜찮/VA,0.355552966114,N
1158,국채/NNG;수익률/NNG;급락/NNG,0.37017033716,N
1159,재반/NNG,0.278138320895,N
1160,치중/NNG,0.357748503559,N
1161,우회/NNG,0.401188019292,N
1162,수지/NNG;적자/NNG,0.344693718927,N
1163,고용률/NNG;상승/NNG,0.388626506622,N
1164,수출/NNG;증가/NNG;그치/VV,0.418831510724,N
1165,위축/NNG;둔화/NNG,0.364573680017,N
1166,경제/NNG;내수/NNG;부진/NNG,0.428498983592,N
1167,수출/NNG;감소/NNG;축소/NNG,0.41280551518,N
1168,부동산/NNG;과도/NNG,0.431493269016,N
1169,수요/NNG;하락/NNG,0.408709504658,N
1170,디폴트/NNG;위험/NNG;증가/NNG,0.444711262169,N
1171,건설/NNG;활성화/NNG,0.447642216041,N
1172,수주/NNG;부진/NNG,0.397104144392,N
1173,물가채/NNG,0.448923071827,N
1174,첨언/NNG,0.657968519499,N
1175,통화신용정책보고서/NNG,0.423598934991,N
1176,글로벌/NNG;경기/NNG;침체/NNG;우려/NNG,0.421901847024,N
1177,위축/NNG;방지/NNG,0.404263933826,N
1178,마이너스/NNG;확대/NNG,0.335107671441,N
1179,수요/NNG;확대/NNG,0.366175761321,N
1180,대출태도/NNG,0.533959726639,N
1181,기연/MAG,0.439701342938,N
1182,최우선/NNG,0.387080169985,N
1183,은행/NNG;대출/NNG;어렵/VA,0.416930364018,N
1184,통화/NNG;완화/NNG,0.390093445492,N
1185,기원/NNG,0.290883112895,N
1187,자금사정/NNG;악화/NNG;우려/NNG,0.387286869935,N
1188,매입계획/NNG,0.401689496371,N
1189,왜도/NNG,0.378723452104,N
1190,소득/NNG;확대/NNG,0.469965402883,N
1191,미확정/NNG,0.317835008829,N
1192,노동시장/NNG,0.379294541534,N
1193,성격/NNG,0.498201642915,N
1194,가계/NNG;수지/NNG;악화/NNG,0.351945340461,N
1195,레버리지/NNG,0.706890739044,N
1196,경제/NNG;고유가/NNG;취약/NNG,0.438173670833,N
1197,안정성/NNG;회복/NNG,0.420707675238,N
1198,투자/NNG;증가율/NNG;둔화/NNG,0.427677578505,N
1199,금리/NNG;인상/NNG;경기/NNG;상승/NNG,0.401141224575,N
1200,은행/NNG;대출/NNG;확대/NNG,0.439768801835,N
1201,금리/NNG;방향/NNG;예측/NNG;어렵/VA,0.439067606809,N
1202,투자/NNG;유보/NNG,0.464713773385,N
1203,은행/NNG;중소기업/NNG;대출/NNG;확대/NNG,0.381509939607,N
1204,정해지/VV,0.410818749279,N
1206,인상/NNG;가능성/NNG;위험/NNG,0.458850515437,N
1207,가량/NNG,0.381573893271,N
1208,투자/NNG;부진/NNG,0.414699263406,N
1209,건부/NNG,0.409704352336,N
1210,선출/NNG,0.340952506738,N
1211,전략비축유/NNG,0.367368233879,N
1212,총부/NNG,0.394423344099,N
1213,소비자/NNG,0.481558598763,N
1214,주택시장/NNG;연착륙/NNG,0.413528340308,N
1215,유액/NNG,0.379279307128,N
1216,금리/NNG;증가/NNG,0.410088428899,N
1217,시화/NNG,0.424648400128,N
1218,이동/NNG,0.527998523179,N
1219,원동력/NNG,0.404352907344,N
1220,가격/NNG;통제/NNG,0.188876752603,N
1221,때로/MAG,0.382024574368,N
1222,수익증권/NNG,0.382487804103,N
1223,소비/NNG;투자/NNG;확대/NNG,0.423648327699,N
1224,부채/NNG;증가/NNG;속도/NNG;억제/NNG,0.457192722975,N
1225,성장/NNG;저해/NNG,0.372602475796,N
1226,통화정책/NNG;물가/NNG;안정/NNG,0.4605891704,N
1227,대하/VV,0.531652673615,N
1228,모를/VV,0.402304448413,N
1229,투자수익률/NNG;상승/NNG,0.345255925223,N
1230,기업/NNG;자금/NNG;수요/NNG;감소/NNG,0.395064900616,N
1231,선물환율/NNG;현물환율/NNG;마이너스/NNG,0.366078062411,N
1232,세계/NNG;경제/NNG;전망/NNG;하향/NNG,0.374724358017,N
1233,기대/NNG;확산/NNG,0.367676820744,N
1234,장패/NNG,0.415578923994,N
1235,경기/NNG;회복/NNG;속도/NNG;더디/VA,0.345211931479,N
1236,대여/NNG,0.402453808677,N
1237,재투자/NNG,0.468310819692,N
1238,무차별/NNG,0.401909832436,N
1239,oecd/NNG;상회/NNG,0.423135471526,N
1240,경기/NNG;충격/NNG,0.384962035112,N
1241,인상/NNG;충격/NNG,0.423820604431,N
1242,보통/NNG,0.382014541834,N
1243,물경/MAG,0.325809202626,N
1244,앞두/VV,0.543448421132,N
1245,금리/NNG;최대/NNG,0.420979120162,N
1246,내수/NNG;성장/NNG;약화/NNG,0.42793750138,N
1247,외국인/NNG;위험/NNG,0.372193941335,N
1248,투자/NNG;환위험/NNG,0.353385334351,N
1249,테일리스크/NNG,0.75441891532,N
1250,절상/NNG;환율/NNG;하락/NNG,0.33380463431,N
1251,금리/NNG;인상/NNG;시장/NNG;금리/NNG;오르/VV,0.446605260345,N
1252,양적완화/NNG;축소/NNG;성장/NNG,0.395345725717,N
1253,고소득/NNG,0.364371732621,N
1254,글로벌/NNG;경제/NNG;성장/NNG,0.397720626179,N
1255,선진금융기법/NNG,0.406928415299,N
1256,불확실성/NNG;축소/NNG,0.410082664347,N
1257,유동성/NNG;공급/NNG;위축/NNG,0.358784189606,N
1258,어감/NNG,0.367357871823,N
1259,신흥국/NNG;금리/NNG;상승/NNG,0.400513498305,N
1260,대내외/NNG;경제/NNG;여건/NNG;불확실성/NNG,0.383487778433,N
1261,유가/NNG;떨어/VV,0.282569652254,N
1262,금리/NNG;인상/NNG;영향/NNG;상승/NNG,0.390917716673,N
1263,과열/NNG,0.535260761791,N
1264,수입/NNG;물가/NNG;하락/NNG,0.38765917228,N
1265,고령화/NNG,0.368707604286,N
1266,가계/NNG;부담/NNG,0.449222317488,N
1267,계량화/NNG,0.454771456838,N
1268,팽배/NNG,0.395560197274,N
1269,통화정책/NNG;당분간/MAG;금융/NNG;완화/NNG,0.47651263751,N
1270,개선/NNG;미흡/NNG,0.344964725471,N
1271,회복/NNG;전환/NNG,0.374399489552,N
1272,보냄/VV,0.39413412427,N
1273,전망/NNG;주택가격/NNG;하락/NNG,0.708346312814,N
1274,초과지준/NNG,0.41604699379,N
1275,재정환율/NNG,0.489504788302,N
1276,분만/NNG,0.409285199694,N
1277,불안기/NNG,0.387468944767,N
1278,장애/NNG,0.418038270729,N
1279,국채/NNG;금리/NNG;변동성/NNG;확대/NNG,0.391288558403,N
1280,불확실성/NNG;시장/NNG;금리/NNG;상승/NNG,0.430782380582,N
1281,부채/NNG;문제/NNG;완화/NNG,0.422859419835,N
1282,양적완화/NNG;축소/NNG;종료/NNG,0.415673398577,N
1283,인상/NNG;주택시장/NNG;침체/NNG,0.410275791447,N
1284,우려/NNG;금리/NNG;하락/NNG;압력/NNG,0.399530092316,N
1285,둔화/NNG;안정/NNG,0.353346267197,N
1286,수익/NNG;증가/NNG,0.401265823762,N
1287,독차지/NNG,0.376843867343,N
1288,지준율/NNG;금리/NNG;인상/NNG,0.374186409964,N
1289,수반/NNG;위험/NNG,0.373903699117,N
1290,기준치/NNG,0.600177650665,N
1291,순차/NNG,0.396119132491,N
1292,둔화/NNG;금융/NNG;완화/NNG,0.397554889824,N
1293,건전성/NNG;안정/NNG,0.422943578517,N
1294,특별/NNG,0.202878917348,N
1295,단면/NNG,0.412613490831,N
1296,기대/NNG;확산/NNG;상승/NNG,0.749851615414,N
1297,당분간/MAG;하방/NNG;위험/NNG,0.271082018233,N
1298,업황/NNG;전망/NNG;하락/NNG,0.34258821503,N
1299,국채/NNG;일드커브/NNG;플래트닝/NNG,0.406523009235,N
1300,완화/NNG;어렵/VA,0.39553976783,N
1301,중소기업/NNG;부담/NNG,0.410203107156,N
1302,신용/NNG;부진/NNG,0.418279373941,N
1303,수요/NNG;증대/NNG,0.341986173344,N
1304,행도/NNG,0.402400124027,N
1305,지표/NNG;호조/NNG,0.378431708522,N
1306,금리/NNG;하향/NNG;압력/NNG,0.414079261576,N
1307,베이비붐세대/NNG,0.396029091338,N
1308,회사채/NNG;시장/NNG;불안/NNG,0.359285796859,N
1309,경기/NNG;둔화/NNG;우려/NNG;강세/NNG,0.33809127884,N
1310,이라/VV,0.453321205048,N
1311,성장/NNG;둔화/NNG;압력/NNG,0.602261198436,N
1312,거품/NNG;부동산/NNG;거품/NNG,0.456400680544,N
1313,금리/NNG;인하/NNG;일시적/VAX,0.434954442211,N
1314,지정학/NNG;위험/NNG;우려/NNG,0.453845840241,N
1315,금리/NNG;변동성/NNG;축소/NNG,0.408657388156,N
1316,기대/NNG;인플레이션/NNG;오르/VV,0.365652863979,N
1317,민사책임/NNG,0.467715916741,N
1318,통관기준/NNG,0.39117204853,N
1319,방위/NNG,0.433835135125,N
1320,비난/NNG,0.416326675571,N
1321,고유동성/NNG;자산/NNG;확보/NNG,0.43647874297,N
1322,내포/NNG;위험/NNG,0.433676662178,N
1323,신흥국/NNG;인플레이션/NNG;우려/NNG,0.35306413093,N
1324,안정책/NNG,0.375258211782,N
1325,속할/VV,0.400804513008,N
1326,벤처/NNG,0.42289829703,N
1327,전문/NNG,0.395863561327,N
1328,역시/NNG,0.436354159848,N
1329,담도/NNG,0.430162510783,N
1330,긴축/NNG;강화/NNG;우려/NNG,0.388355157144,N
1331,배당금/NNG,0.364184016263,N
1333,실물/NNG;경기/NNG;위축/NNG,0.366379782434,N
1334,의할/VV,0.49480849681,N
1335,금리/NNG;시장/NNG;금리/NNG;상승/NNG,0.380514507306,N
1336,세계/NNG;경기/NNG;회복/NNG,0.370221170059,N
1337,달리/VV,0.352798678623,N
1339,구입/NNG,0.393511193841,N
1340,무척/MAG,0.403159206227,N
1341,최저대출금리/NNG,0.408256531091,N
1342,순투자/NNG,0.42303452897,N
1343,저물가/NNG;완화/NNG,0.516138773014,N
1344,재무비율/NNG,0.397269231692,N
1345,신용/NNG;대출/NNG;증가/NNG,0.376556953667,N
1346,실히/MAG,0.393398494382,N
1347,재건축시장/NNG,0.430972492825,N
1348,구성항목/NNG,0.539170303601,N
1349,난해/NNG,0.33638541825,N
1350,예상/NNG;밑돌/VV;우려/NNG,0.423847759982,N
1351,가격/NNG;안정/NNG;하락/NNG,0.300588419069,N
1352,과중/NNG,0.435828209417,N
1353,수출/NNG;증가/NNG;둔화/NNG,0.428265941907,N
1354,이익률/NNG,0.419522132683,N
1355,한계소비성향/NNG,0.406576199829,N
1356,소비/NNG;투자/NNG;내수/NNG;성장/NNG,0.44150503723,N
1357,성장동력/NNG;회복/NNG,0.388550110316,N
1358,시장점유율/NNG,0.379804274732,N
1359,정상급/NNG,0.463775700843,N
1360,구조적/VAX;개선/NNG,0.359497018031,N
1361,자유/NNG,0.332226550285,N
1362,금리/NNG;많이/MAG;하락/NNG,0.405156271657,N
1364,회복/NNG;지연/NNG;경기/NNG;회복/NNG,0.422405376816,N
1365,통화/NNG;관리/NNG;부담/NNG,0.492083685092,N
1366,제공/NNG,0.387401312563,N
1368,둔화/NNG;물가/NNG;압력/NNG,0.402488283835,N
1369,실물/NNG;경제/NNG;활동/NNG;제약/NNG,0.41382545868,N
1370,경기/NNG;둔화/NNG;물가/NNG;상승/NNG,0.378726744257,N
1371,끊임없이/MAG,0.384692143472,N
1372,대상국/NNG,0.455909214323,N
1373,영수/NNG,0.38581983619,N
1374,과열/NNG;거품/NNG,0.43244038151,N
1375,금리/NNG;인하/NNG;기대/NNG;약화/NNG,0.362467205137,N
1376,수요/NNG;증가/NNG;상승/NNG,0.350050853762,N
1377,난방유/NNG;수요/NNG;감소/NNG,0.356049326988,N
1378,글로벌/NNG;금융위기/NNG;벗어나/VV,0.417968044147,N
1379,투자/NNG;감소/NNG;확대/NNG,0.430691410675,N
1380,내수/NNG;부진/NNG;수출/NNG;증가/NNG,0.432508017953,N
1381,의식/NNG,0.422101153162,N
1382,수계/NNG,0.415474818965,N
1383,병의원/NNG,0.441351053962,N
1384,농축수산물/NNG;가격/NNG;안정/NNG,0.255201010645,N
1385,부동산/NNG;가격/NNG;오름/NNG;제한/NNG,0.345790623017,N
1386,외환시장/NNG;영향/NNG;제한적/VAX,0.454065082048,N
1387,후행/NNG,0.401516004591,N
1388,국책은행/NNG,0.446438048663,N
1389,둔화/NNG;전망/NNG;하락/NNG,0.347406701096,N
1390,수익성/NNG;자산/NNG;건전성/NNG;악화/NNG,0.398293947564,N
1391,경기/NNG;둔화/NNG;우려/NNG;완화/NNG,0.363189986794,N
1392,근원/NNG;인플레이션/NNG;안정/NNG,0.425500381154,N
1393,해외/NNG;투자/NNG;확대/NNG,0.381899651415,N
1394,가격/NNG;상향/NNG,0.362611957702,N
1395,경기/NNG;낙관/NNG,0.384010999831,N
1396,나쁘/VV,0.407598161531,N
1397,지비/NNG,0.397543123958,N
1398,자의/NNG,0.413980229304,N
1399,상방/NNG;위험/NNG;하방/NNG;위험/NNG,0.354296603016,N
1400,신호/NNG,0.581483893757,N
1401,재정여력도/NNG,0.407780375024,N
1402,금리/NNG;상승/NNG;일드커브/NNG;플래트닝/NNG,0.447510859425,N
1403,재평가/NNG,0.395498025729,N
1404,조건부/NNG,0.421032917406,N
1406,보유기간/NNG,0.41021766117,N
1407,현물환/NNG,0.429077772023,N
1408,맞물릴/VV,0.407398488694,N
1409,외거/NNG,0.584688929906,N
1411,투자심리/NNG;악화/NNG,0.486461052125,N
1412,둔화/NNG;회복/NNG,0.430576948911,N
1413,생산성/NNG;호조/NNG,0.356729562814,N
1414,카드결제/NNG,0.413221533282,N
1415,상승률/NNG;하락/NNG,0.363598217875,N
1416,경제/NNG;성장/NNG;둔화/NNG,0.39087282821,N
1417,금리/NNG;인상/NNG;금리갭/NNG;확대/NNG,0.169449051625,N
1418,페이퍼/NNG,0.459043815656,N
1419,고용/NNG;지표/NNG;호조/NNG;금리/NNG;인상/NNG,0.427265420732,N
1420,기울여/VV,0.454986275451,N
1421,금리/NNG;인상/NNG;내외/NNG;금리갭/NNG;확대/NNG,0.448994469099,N
1422,퍼즐/NNG,0.448082465972,N
1423,부진/NNG;성장/NNG;경로/NNG;불확실성/NNG,0.423880049013,N
1424,투자/NNG;반대/NNG,0.450257576684,N
1425,귀결/NNG,0.452957411145,N
1426,금리/NNG;급등/NNG;채권시장/NNG;불안/NNG,0.411343674027,N
1427,상대국/NNG,0.540272267491,N
1428,실물/NNG;경제/NNG;개선/NNG,0.401688590569,N
1429,부진/NNG;수출/NNG;감소/NNG,0.414117146352,N
1430,회복/NNG;강하/VA;못하/VX,0.458617434943,N
1431,기대/NNG;ecb/NNG;금리/NNG;인하/NNG,0.424335892373,N
1432,취약/NNG;재무구조/NNG;개선/NNG,0.386327829118,N
1433,예대마진/NNG;축소/NNG,0.381349496918,N
1434,변동성/NNG;과도/NNG;확대/NNG,0.445113827883,N
1435,하락/NNG;상향/NNG,0.412728543457,N
1436,농작물/NNG,0.411487482192,N
1437,파산/NNG;충격/NNG,0.448360618857,N
1438,출자금/NNG,0.355211475537,N
1439,하락/NNG;후퇴/NNG,0.353362904401,N
1440,부진/NNG;매출/NNG;감소/NNG,0.417024633954,N
1441,금리/NNG;인하/NNG;완화/NNG,0.424465315709,N
1442,경제/NNG;자생적/VAX;회복/NNG,0.422446531845,N
1443,경제/NNG;견조/NNG;성장/NNG,0.407717704413,N
1444,외평채/NNG;cds/NNG;프리미엄/NNG;상승/NNG,0.407923858487,N
1445,자금난/NNG,0.363028056912,N
1446,아웃퍼폼/NNG,0.348479509288,N
1447,주택담보대출/NNG;대출/NNG;금리/NNG;하락/NNG,0.280555110042,N
1448,위험/NNG;빠지/VV,0.389143160068,N
1450,서도/NNG,0.388120475619,N
1451,둔화/NNG;취약/NNG,0.466276063513,N
1452,차보/NNG,0.377894084485,N
1453,본이/NNG,0.440128767285,N
1454,부채/NNG;유예/NNG,0.373104925392,N
1455,기한/NNG,0.360486019941,N
1456,지극히/MAG,0.389683645304,N
1457,경제/NNG;전망/NNG;하방/NNG;위험/NNG,0.365527862461,N
1458,내재/NNG;금리/NNG;인상/NNG,0.444355981445,N
1459,경제/NNG;전망/NNG;개선/NNG,0.466895335237,N
1460,공급/NNG;억제/NNG,0.397885733502,N
1461,미세/NNG,0.474970362322,N
1462,새로이/MAG,0.385867896855,N
1463,행정/NNG,0.41825250785,N
1464,중심국/NNG,0.364694183207,N
1465,흐르/VV,0.400344952925,N
1466,자금사정/NNG;호전/NNG,0.424574743105,N
1467,경제/NNG;금리/NNG;인상/NNG,0.445339006355,N
1468,글로벌/NNG;시장/NNG;안정/NNG,0.379286014661,N
1469,투자/NNG;확대/NNG,0.0553792367008,N
1470,자율협약/NNG,0.403432835623,N
1471,굳이/MAG,0.459026985552,N
1472,대출심사/NNG;강화/NNG,0.385973308817,N
1473,변동대/NNG,0.43078621734,N
1474,한도소진/NNG,0.396869927468,N
1475,최종/NNG,0.432948338448,N
1476,상태/NNG,0.702957490256,N
1477,원가/NNG;상승/NNG;부담/NNG,0.641610601931,N
1478,실마리/NNG,0.420982906275,N
1479,gdp/NNG;마이너스/NNG,0.340659153499,N
1480,중국은행/NNG,0.373732044736,N
1481,할지/XSV,0.354147649629,N
1482,원금/NNG,0.472404239162,N
1483,견조/NNG;신장/NNG,0.308064911845,N
1484,해외/NNG;투자/NNG;증가/NNG,0.472213504152,N
1485,연불수출/NNG,0.413504553474,N
1486,기대/NNG;안전자산/NNG;선호/NNG;약화/NNG,0.397439742003,N
1487,지속성/NNG,0.704362481232,N
1488,기대조정/NNG,0.373189696364,N
1489,불협화음/NNG,0.376245284613,N
1490,전망/NNG;투자심리/NNG;위축/NNG,0.341986868275,N
1491,대치/NNG,0.362451158845,N
1492,금융기업/NNG,0.387385035547,N
1493,국고채/NNG;금리/NNG;스프레드/NNG;축소/NNG,0.403117550667,N
1494,효율성/NNG,0.405075543785,N
1495,물가/NNG;상승률/NNG;물가/NNG;안정/NNG,0.359934115515,N
1496,농산물/NNG;가격/NNG;하락/NNG,0.379805488582,N
1497,준다는/VV,0.38051673979,N
1498,소득/NNG;개선/NNG,0.420793596285,N
1499,외화유출입/NNG,0.372542232439,N
1500,금리/NNG;상승/NNG;장단기스프레드/NNG;확대/NNG,0.438079009501,N
1501,cd/NNG;금리/NNG;하락/NNG;제한/NNG,0.39130623051,N
1502,그린스펀수수께끼/NNG,0.396926495143,N
1503,통상/MAG,0.422127195996,N
1504,세계/NNG;무역/NNG;감소/NNG,0.430925866154,N
1505,군집/NNG,0.377989176705,N
1506,불안정/NNG;완화/NNG,0.462217504094,N
1507,변동성지수/NNG,0.504735125967,N
1508,대출/NNG;증가/NNG;축소/NNG,0.430601155868,N
1509,수출/NNG;경쟁력/NNG;약화/NNG,0.590440636253,N
1510,전국/NNG,0.624039151133,N
1511,리기/NNG,0.411712956835,N
1512,역외시장/NNG,0.354470698158,N
1513,노령/NNG,0.43254798835,N
1514,비은행/NNG;가계/NNG;대출/NNG;증가/NNG,0.477075950157,N
1515,금리/NNG;인상/NNG;가능성/NNG;상승/NNG,0.421201415681,N
1516,다분/NNG,0.386374600958,N
1517,부동산/NNG;약세/NNG,0.411933098154,N
1518,원화/NNG;환율/NNG;변동성/NNG;확대/NNG,0.375597747018,N
1519,레버리징/NNG,0.329027363163,N
1520,성장/NNG;상회/NNG,0.417273567459,N
1521,경쟁/NNG,0.588081266723,N
1522,요한다는/VV,0.38782553876,N
1523,형편/NNG,0.440106700525,N
1524,농산물/NNG,0.630064133827,N
1525,경제/NNG;심리/NNG;악화/NNG,0.45885104366,N
1526,경제/NNG;주택/NNG;경기/NNG;침체/NNG,0.427687819854,N
1527,약보합/NNG,0.402837563356,N
1528,완화/NNG;우려/NNG,0.403806014756,N
1529,상고하저/NNG,0.364682238077,N
1530,비보장형/NNG,0.435685360559,N
1531,양태/NNG,0.391768343548,N
1532,세계/NNG;경제/NNG;성장/NNG;약화/NNG,0.384749945872,N
1533,가계/NNG;부채/NNG;상승/NNG,0.543399106297,N
1534,지자체/NNG,0.309418658769,N
1535,듀레이션/NNG;확대/NNG,0.397822279966,N
1536,투자/NNG;증대/NNG,0.450310182243,N
1537,가져온다는/VV,0.510167135165,N
1538,금리/NNG;상승/NNG;압력/NNG;우려/NNG,0.392565179281,N
1539,과도/NNG;축소/NNG,0.428512411585,N
1540,중지/NNG,0.403326978576,N
1541,정확/NNG,0.429032966913,N
1542,오래/MAG,0.419855292299,N
1543,동하/VV,0.447669814098,N
1544,결정짓/VV,0.396091380304,N
1545,대출/NNG;취약/NNG,0.407738678487,N
1546,지식/NNG,0.400106909767,N
1547,예보/NNG,0.412562706805,N
1549,환경/NNG;개선/NNG,0.420660237326,N
1550,수출/NNG;견실/NNG;증가/NNG,0.435997029745,N
1551,경기/NNG;방어/NNG,0.372041659438,N
1552,이자/NNG;부담/NNG;증가/NNG,0.479546791108,N
1553,부동산/NNG;가격/NNG;불안/NNG,0.396488432426,N
1554,평판리스크/NNG,0.409789875448,N
1555,기업/NNG;위험/NNG,0.488695262172,N
1556,사분면/NNG,0.509345260667,N
1558,제로/MAG,0.450957955162,N
1559,기대/NNG;경제/NNG;회복/NNG,0.34184311336,N
1560,거시/NNG;안정/NNG,0.40043515327,N
1561,경제/NNG;확장/NNG,0.404287687438,N
1562,국채/NNG;금리/NNG;상승/NNG;제한적/VAX,0.39316599462,N
1563,유로존/NNG;국가/NNG;부채/NNG;위험/NNG,0.42181538542,N
1564,악화/NNG;경상/NNG;수지/NNG;흑자/NNG,0.39175411739,N
1565,하락/NNG;환율/NNG;상승/NNG,0.372747605062,N
1566,소비/NNG;지표/NNG;악화/NNG,0.438525373442,N
1567,경제/NNG;양호/NNG;성장/NNG,0.405904128166,N
1568,고려/NNG,0.719646480846,N
1569,노동/NNG;공급/NNG;증가/NNG,0.37672280397,N
1570,물가/NNG;상승/NNG;차단/NNG,0.423493267175,N
1571,유출/NNG;환율/NNG;급등/NNG,0.492334851721,N
1572,물가/NNG;상승/NNG;소비자/NNG;물가/NNG;상승/NNG,0.414619253345,N
1573,그림자금융/NNG,0.669250326043,N
1574,내수/NNG;개선/NNG;악화/NNG,0.439825445212,N
1575,글로벌/NNG;경기/NNG;회복/NNG;강화/NNG,0.37423863199,N
1576,연체금액/NNG,0.418246553287,N
1577,자산효과/NNG,0.379742537857,N
1578,악화/NNG;하향/NNG,0.344186733809,N
1579,수출/NNG;부진/NNG;성장/NNG,0.436473024506,N
1580,무시/NNG,0.356030915493,N
1582,국채/NNG;금리/NNG;하락/NNG;상승/NNG,0.395374081483,N
1583,리먼브라더스사태/NNG,0.674654039843,N
1584,금리/NNG;스프레드/NNG;소폭/MAG;확대/NNG,0.39588842526,N
1585,나아가/VV,0.649625794359,N
1586,집중투자/NNG,0.406429540453,N
1587,부진/NNG;회복/NNG,0.411039973751,N
1588,소비/NNG;투자심리/NNG;회복/NNG,0.374892733767,N
1589,해외/NNG;차입/NNG;여건/NNG;악화/NNG,0.385107338673,N
1590,전망/NNG;하향/NNG;강세/NNG,0.441979922704,N
1591,실업/NNG;증가/NNG,0.401805009457,N
1592,자산/NNG;매입/NNG;축소/NNG,0.33136771759,N
1593,금리/NNG;완만/NNG;상승/NNG,0.409918743433,N
1594,저리/MAG,0.410280303177,N
1595,물가/NNG;상승/NNG;압력/NNG;점증/NNG,0.409152724416,N
