이명수,,,,NNP,인명,T,이명수,*,*,*,*,*
유동수,,,,NNP,인명,T,유동수,*,*,*,*,*
맹성규,,,,NNP,인명,T,맹성규,*,*,*,*,*
이양수,,,,NNP,인명,T,이양수,*,*,*,*,*
손혜원,,,,NNP,인명,F,손혜원,*,*,*,*,*
유의동,,,,NNP,인명,F,유의동,*,*,*,*,*
이장우,,,,NNP,인명,T,이장우,*,*,*,*,*
전해철,,,,NNP,인명,F,전해철,*,*,*,*,*
박순자,,,,NNP,인명,T,박순자,*,*,*,*,*
강길부,,,,NNP,인명,T,강길부,*,*,*,*,*
이종구,,,,NNP,인명,T,이종구,*,*,*,*,*
서삼석,,,,NNP,인명,F,서삼석,*,*,*,*,*
박홍근,,,,NNP,인명,F,박홍근,*,*,*,*,*
민경욱,,,,NNP,인명,F,민경욱,*,*,*,*,*
윤관석,,,,NNP,인명,F,윤관석,*,*,*,*,*
권칠승,,,,NNP,인명,F,권칠승,*,*,*,*,*
윤일규,,,,NNP,인명,T,윤일규,*,*,*,*,*
추경호,,,,NNP,인명,T,추경호,*,*,*,*,*
김석기,,,,NNP,인명,T,김석기,*,*,*,*,*
이개호,,,,NNP,인명,T,이개호,*,*,*,*,*
김한표,,,,NNP,인명,T,김한표,*,*,*,*,*
유민봉,,,,NNP,인명,F,유민봉,*,*,*,*,*
김승희,,,,NNP,인명,T,김승희,*,*,*,*,*
윤후덕,,,,NNP,인명,F,윤후덕,*,*,*,*,*
박광온,,,,NNP,인명,F,박광온,*,*,*,*,*
김수민,,,,NNP,인명,F,김수민,*,*,*,*,*
김성태,,,,NNP,인명,T,김성태,*,*,*,*,*
이재정,,,,NNP,인명,F,이재정,*,*,*,*,*
염동열,,,,NNP,인명,F,염동열,*,*,*,*,*
원혜영,,,,NNP,인명,F,원혜영,*,*,*,*,*
윤소하,,,,NNP,인명,T,윤소하,*,*,*,*,*
경대수,,,,NNP,인명,T,경대수,*,*,*,*,*
진영,,,,NNP,인명,F,진영,*,*,*,*,*
윤상현,,,,NNP,인명,F,윤상현,*,*,*,*,*
정세균,,,,NNP,인명,F,정세균,*,*,*,*,*
정병국,,,,NNP,인명,F,정병국,*,*,*,*,*
김종석,,,,NNP,인명,F,김종석,*,*,*,*,*
유은혜,,,,NNP,인명,T,유은혜,*,*,*,*,*
송기헌,,,,NNP,인명,F,송기헌,*,*,*,*,*
지상욱,,,,NNP,인명,F,지상욱,*,*,*,*,*
문진국,,,,NNP,인명,F,문진국,*,*,*,*,*
김재경,,,,NNP,인명,F,김재경,*,*,*,*,*
이상헌,,,,NNP,인명,F,이상헌,*,*,*,*,*
김상훈,,,,NNP,인명,F,김상훈,*,*,*,*,*
고용진,,,,NNP,인명,F,고용진,*,*,*,*,*
정종섭,,,,NNP,인명,F,정종섭,*,*,*,*,*
추혜선,,,,NNP,인명,F,추혜선,*,*,*,*,*
김규환,,,,NNP,인명,F,김규환,*,*,*,*,*
김동철,,,,NNP,인명,F,김동철,*,*,*,*,*
오제세,,,,NNP,인명,T,오제세,*,*,*,*,*
김성원,,,,NNP,인명,F,김성원,*,*,*,*,*
김도읍,,,,NNP,인명,F,김도읍,*,*,*,*,*
이찬열,,,,NNP,인명,F,이찬열,*,*,*,*,*
이주영,,,,NNP,인명,F,이주영,*,*,*,*,*
김태년,,,,NNP,인명,F,김태년,*,*,*,*,*
조원진,,,,NNP,인명,F,조원진,*,*,*,*,*
서영교,,,,NNP,인명,T,서영교,*,*,*,*,*
이규희,,,,NNP,인명,T,이규희,*,*,*,*,*
기동민,,,,NNP,인명,F,기동민,*,*,*,*,*
변재일,,,,NNP,인명,F,변재일,*,*,*,*,*
채이배,,,,NNP,인명,T,채이배,*,*,*,*,*
김용태,,,,NNP,인명,T,김용태,*,*,*,*,*
김병기,,,,NNP,인명,T,김병기,*,*,*,*,*
박덕흠,,,,NNP,인명,F,박덕흠,*,*,*,*,*
이후삼,,,,NNP,인명,F,이후삼,*,*,*,*,*
이은재,,,,NNP,인명,T,이은재,*,*,*,*,*
강효상,,,,NNP,인명,F,강효상,*,*,*,*,*
윤영석,,,,NNP,인명,F,윤영석,*,*,*,*,*
윤재옥,,,,NNP,인명,F,윤재옥,*,*,*,*,*
김진표,,,,NNP,인명,T,김진표,*,*,*,*,*
박영선,,,,NNP,인명,F,박영선,*,*,*,*,*
백승주,,,,NNP,인명,T,백승주,*,*,*,*,*
한정애,,,,NNP,인명,T,한정애,*,*,*,*,*
정점식,,,,NNP,인명,F,정점식,*,*,*,*,*
홍의락,,,,NNP,인명,F,홍의락,*,*,*,*,*
조훈현,,,,NNP,인명,F,조훈현,*,*,*,*,*
박선숙,,,,NNP,인명,F,박선숙,*,*,*,*,*
이채익,,,,NNP,인명,F,이채익,*,*,*,*,*
황주홍,,,,NNP,인명,F,황주홍,*,*,*,*,*
김삼화,,,,NNP,인명,T,김삼화,*,*,*,*,*
홍일표,,,,NNP,인명,T,홍일표,*,*,*,*,*
성일종,,,,NNP,인명,F,성일종,*,*,*,*,*
박주민,,,,NNP,인명,F,박주민,*,*,*,*,*
송희경,,,,NNP,인명,F,송희경,*,*,*,*,*
김영주,,,,NNP,인명,T,김영주,*,*,*,*,*
정은혜,,,,NNP,인명,T,정은혜,*,*,*,*,*
이철규,,,,NNP,인명,T,이철규,*,*,*,*,*
김경진,,,,NNP,인명,F,김경진,*,*,*,*,*
전혜숙,,,,NNP,인명,F,전혜숙,*,*,*,*,*
민홍철,,,,NNP,인명,F,민홍철,*,*,*,*,*
윤상직,,,,NNP,인명,F,윤상직,*,*,*,*,*
함진규,,,,NNP,인명,T,함진규,*,*,*,*,*
김종대,,,,NNP,인명,T,김종대,*,*,*,*,*
김종훈,,,,NNP,인명,F,김종훈,*,*,*,*,*
정용기,,,,NNP,인명,T,정용기,*,*,*,*,*
운유철,,,,NNP,인명,F,운유철,*,*,*,*,*
이헌승,,,,NNP,인명,F,이헌승,*,*,*,*,*
최운열,,,,NNP,인명,F,최운열,*,*,*,*,*
이학재,,,,NNP,인명,T,이학재,*,*,*,*,*
정갑윤,,,,NNP,인명,F,정갑윤,*,*,*,*,*
정우택,,,,NNP,인명,F,정우택,*,*,*,*,*
신창현,,,,NNP,인명,F,신창현,*,*,*,*,*
박완주,,,,NNP,인명,T,박완주,*,*,*,*,*
추미애,,,,NNP,인명,T,추미애,*,*,*,*,*
서형수,,,,NNP,인명,T,서형수,*,*,*,*,*
조응천,,,,NNP,인명,F,조응천,*,*,*,*,*
윤영일,,,,NNP,인명,F,윤영일,*,*,*,*,*
김명연,,,,NNP,인명,F,김명연,*,*,*,*,*
정춘숙,,,,NNP,인명,F,정춘숙,*,*,*,*,*
남인순,,,,NNP,인명,F,남인순,*,*,*,*,*
오영훈,,,,NNP,인명,F,오영훈,*,*,*,*,*
민병두,,,,NNP,인명,T,민병두,*,*,*,*,*
윤호중,,,,NNP,인명,F,윤호중,*,*,*,*,*
진선미,,,,NNP,인명,T,진선미,*,*,*,*,*
박주현,,,,NNP,인명,F,박주현,*,*,*,*,*
김선동,,,,NNP,인명,F,김선동,*,*,*,*,*
박재호,,,,NNP,인명,T,박재호,*,*,*,*,*
임종성,,,,NNP,인명,F,임종성,*,*,*,*,*
심기준,,,,NNP,인명,F,심기준,*,*,*,*,*
정운천,,,,NNP,인명,F,정운천,*,*,*,*,*
김순례,,,,NNP,인명,T,김순례,*,*,*,*,*
신용현,,,,NNP,인명,F,신용현,*,*,*,*,*
장병완,,,,NNP,인명,F,장병완,*,*,*,*,*
손금주,,,,NNP,인명,T,손금주,*,*,*,*,*
박정,,,,NNP,인명,F,박정,*,*,*,*,*
이현재,,,,NNP,인명,T,이현재,*,*,*,*,*
조배숙,,,,NNP,인명,F,조배숙,*,*,*,*,*
이상민,,,,NNP,인명,F,이상민,*,*,*,*,*
곽상도,,,,NNP,인명,T,곽상도,*,*,*,*,*
김민기,,,,NNP,인명,T,김민기,*,*,*,*,*
박찬대,,,,NNP,인명,T,박찬대,*,*,*,*,*
홍영표,,,,NNP,인명,T,홍영표,*,*,*,*,*
김종회,,,,NNP,인명,T,김종회,*,*,*,*,*
김태흠,,,,NNP,인명,F,김태흠,*,*,*,*,*
이인영,,,,NNP,인명,F,이인영,*,*,*,*,*
이정미,,,,NNP,인명,T,이정미,*,*,*,*,*
김세연,,,,NNP,인명,F,김세연,*,*,*,*,*
나경원,,,,NNP,인명,F,나경원,*,*,*,*,*
이학영,,,,NNP,인명,F,이학영,*,*,*,*,*
표창원,,,,NNP,인명,F,표창원,*,*,*,*,*
윤종필,,,,NNP,인명,F,윤종필,*,*,*,*,*
김영호,,,,NNP,인명,T,김영호,*,*,*,*,*
강창일,,,,NNP,인명,F,강창일,*,*,*,*,*
김정재,,,,NNP,인명,T,김정재,*,*,*,*,*
이용득,,,,NNP,인명,F,이용득,*,*,*,*,*
최재성,,,,NNP,인명,F,최재성,*,*,*,*,*
황희,,,,NNP,인명,T,황희,*,*,*,*,*
심재권,,,,NNP,인명,F,심재권,*,*,*,*,*
송석준,,,,NNP,인명,F,송석준,*,*,*,*,*
안호영,,,,NNP,인명,F,안호영,*,*,*,*,*
김부겸,,,,NNP,인명,F,김부겸,*,*,*,*,*
문희상,,,,NNP,인명,F,문희상,*,*,*,*,*
윤한홍,,,,NNP,인명,F,윤한홍,*,*,*,*,*
정동영,,,,NNP,인명,F,정동영,*,*,*,*,*
정태옥,,,,NNP,인명,F,정태옥,*,*,*,*,*
여영국,,,,NNP,인명,F,여영국,*,*,*,*,*
주호영,,,,NNP,인명,F,주호영,*,*,*,*,*
김정호,,,,NNP,인명,T,김정호,*,*,*,*,*
김영우,,,,NNP,인명,T,김영우,*,*,*,*,*
김중로,,,,NNP,인명,T,김중로,*,*,*,*,*
김한정,,,,NNP,인명,F,김한정,*,*,*,*,*
김상희,,,,NNP,인명,T,김상희,*,*,*,*,*
정진석,,,,NNP,인명,F,정진석,*,*,*,*,*
강석진,,,,NNP,인명,F,강석진,*,*,*,*,*
김성환,,,,NNP,인명,F,김성환,*,*,*,*,*
이춘석,,,,NNP,인명,F,이춘석,*,*,*,*,*
신동근,,,,NNP,인명,F,신동근,*,*,*,*,*
이원욱,,,,NNP,인명,F,이원욱,*,*,*,*,*
이훈,,,,NNP,인명,F,이훈,*,*,*,*,*
한선교,,,,NNP,인명,T,한선교,*,*,*,*,*
유기준,,,,NNP,인명,F,유기준,*,*,*,*,*
박완수,,,,NNP,인명,T,박완수,*,*,*,*,*
김현권,,,,NNP,인명,F,김현권,*,*,*,*,*
오신환,,,,NNP,인명,F,오신환,*,*,*,*,*
백재현,,,,NNP,인명,F,백재현,*,*,*,*,*
이혜훈,,,,NNP,인명,F,이혜훈,*,*,*,*,*
이동섭,,,,NNP,인명,F,이동섭,*,*,*,*,*
김성찬,,,,NNP,인명,F,김성찬,*,*,*,*,*
제윤경,,,,NNP,인명,F,제윤경,*,*,*,*,*
신보라,,,,NNP,인명,T,신보라,*,*,*,*,*
최인호,,,,NNP,인명,T,최인호,*,*,*,*,*
이언주,,,,NNP,인명,T,이언주,*,*,*,*,*
유승민,,,,NNP,인명,F,유승민,*,*,*,*,*
임이자,,,,NNP,인명,T,임이자,*,*,*,*,*
어기구,,,,NNP,인명,T,어기구,*,*,*,*,*
유승희,,,,NNP,인명,T,유승희,*,*,*,*,*
이철희,,,,NNP,인명,T,이철희,*,*,*,*,*
노웅래,,,,NNP,인명,T,노웅래,*,*,*,*,*
김영춘,,,,NNP,인명,F,김영춘,*,*,*,*,*
조경태,,,,NNP,인명,T,조경태,*,*,*,*,*
박맹우,,,,NNP,인명,T,박맹우,*,*,*,*,*
권은희,,,,NNP,인명,T,권은희,*,*,*,*,*
김해영,,,,NNP,인명,F,김해영,*,*,*,*,*
정성호,,,,NNP,인명,T,정성호,*,*,*,*,*
박용진,,,,NNP,인명,F,박용진,*,*,*,*,*
허윤정,,,,NNP,인명,F,허윤정,*,*,*,*,*
서청원,,,,NNP,인명,F,서청원,*,*,*,*,*
김정우,,,,NNP,인명,T,김정우,*,*,*,*,*
안규백,,,,NNP,인명,F,안규백,*,*,*,*,*
박인수,,,,NNP,인명,T,박인수,*,*,*,*,*
윤준호,,,,NNP,인명,T,윤준호,*,*,*,*,*
이용호,,,,NNP,인명,T,이용호,*,*,*,*,*
신경민,,,,NNP,인명,F,신경민,*,*,*,*,*
권성동,,,,NNP,인명,F,권성동,*,*,*,*,*
김학용,,,,NNP,인명,F,김학용,*,*,*,*,*
